Contract A,Contract B,Similarity,Size A,Size B
ERC1967Proxy_0xf4e1.sol,ERC1967Proxy_0x511c.sol,91.28,23725,40825
ERC1967Proxy_0x58d9.sol,ERC1967Proxy_0x511c.sol,91.28,23725,40825
ERC1967Proxy_0x328f.sol,ERC1967Proxy_0x7714.sol,91.28,40825,23309
TransparentUpgradeableProxy_0x3328.sol,OptimizedTransparentUpgradeableProxy_0x1732.sol,91.24,44163,28981
ERC1967Proxy_0xadf7.sol,OptimizedTransparentUpgradeableProxy_0x1732.sol,91.24,44163,28981
TransparentUpgradeableProxy_0x1a9d.sol,OptimizedTransparentUpgradeableProxy_0x1732.sol,91.24,44163,28981
OptimizedTransparentUpgradeableProxy_0x1732.sol,TransparentUpgradeableProxy_0xbca3.sol,91.24,28981,44163
TransparentUpgradeableProxy_0x238a.sol,OptimizedTransparentUpgradeableProxy_0x1732.sol,91.24,44163,28981
PepeToken_0x6982.sol,SimpleToken_0x4d22.sol,91.2,20169,16736
TransparentUpgradeableProxy_0x3302.sol,ERC1967Proxy_0x9ccc.sol,91.19,36317,22647
ENA_0x57e1.sol,AltLayerToken_0x8457.sol,91.19,76453,90352
PProxy_0x4c17.sol,ERC1967Proxy_0xfaf1.sol,91.04,22504,40127
ERC1967Proxy_0x46ea.sol,PProxy_0x4c17.sol,91.04,40127,22504
TransparentUpgradeableProxy_0xf668.sol,PProxy_0x4c17.sol,91.04,40127,22504
EthcoinProxy_0xe957.sol,TransparentUpgradeableProxy_0xf668.sol,90.95,22502,40127
EthcoinProxy_0xe957.sol,ERC1967Proxy_0x46ea.sol,90.95,22502,40127
EthcoinProxy_0xe957.sol,ERC1967Proxy_0xfaf1.sol,90.95,22502,40127
ERC1967Proxy_0xadf7.sol,ERC1967Proxy_0x3ef3.sol,90.93,44163,24631
ERC1967Proxy_0x3ef3.sol,TransparentUpgradeableProxy_0x1a9d.sol,90.93,24631,44163
ERC1967Proxy_0x3ef3.sol,TransparentUpgradeableProxy_0xbca3.sol,90.93,24631,44163
ERC1967Proxy_0x3ef3.sol,TransparentUpgradeableProxy_0x238a.sol,90.93,24631,44163
ERC1967Proxy_0x3ef3.sol,TransparentUpgradeableProxy_0x3328.sol,90.93,24631,44163
UUPSProxy_0x031d.sol,TransparentUpgradeableProxy_0x1d68.sol,90.89,24331,43091
ERC1967Proxy_0xadf7.sol,TransparentUpgradeableProxy_0x43de.sol,90.87,44163,35765
TransparentUpgradeableProxy_0x3328.sol,TransparentUpgradeableProxy_0x43de.sol,90.87,44163,35765
TransparentUpgradeableProxy_0x238a.sol,TransparentUpgradeableProxy_0x43de.sol,90.87,44163,35765
TransparentUpgradeableProxy_0x43de.sol,TransparentUpgradeableProxy_0xbca3.sol,90.87,35765,44163
TransparentUpgradeableProxy_0x3328.sol,TransparentUpgradeableProxy_0x6874.sol,90.87,44163,35765
TransparentUpgradeableProxy_0x238a.sol,TransparentUpgradeableProxy_0x6874.sol,90.87,44163,35765
ERC1967Proxy_0xadf7.sol,TransparentUpgradeableProxy_0x6874.sol,90.87,44163,35765
TransparentUpgradeableProxy_0x1a9d.sol,TransparentUpgradeableProxy_0x6874.sol,90.87,44163,35765
TransparentUpgradeableProxy_0x1a9d.sol,TransparentUpgradeableProxy_0x43de.sol,90.87,44163,35765
TransparentUpgradeableProxy_0x6874.sol,TransparentUpgradeableProxy_0xbca3.sol,90.87,35765,44163
TransparentUpgradeableProxy_0x3328.sol,ERC1967Proxy_0x5ccb.sol,90.84,44163,23612
TransparentUpgradeableProxy_0x3328.sol,ERC1967Proxy_0x604d.sol,90.84,44163,23612
ERC1967Proxy_0x5ccb.sol,TransparentUpgradeableProxy_0xbca3.sol,90.84,23612,44163
TransparentUpgradeableProxy_0xbca3.sol,ERC1967Proxy_0x604d.sol,90.84,44163,23612
TransparentUpgradeableProxy_0x238a.sol,ERC1967Proxy_0x5ccb.sol,90.84,44163,23612
ERC1967Proxy_0xadf7.sol,ERC1967Proxy_0x604d.sol,90.84,44163,23612
TransparentUpgradeableProxy_0x238a.sol,ERC1967Proxy_0x604d.sol,90.84,44163,23612
TransparentUpgradeableProxy_0x1a9d.sol,ERC1967Proxy_0x604d.sol,90.84,44163,23612
ERC1967Proxy_0xadf7.sol,ERC1967Proxy_0x5ccb.sol,90.84,44163,23612
TransparentUpgradeableProxy_0x1a9d.sol,ERC1967Proxy_0x5ccb.sol,90.84,44163,23612
ERC1967Proxy_0xc2f2.sol,VaultProxy_0x0e60.sol,90.83,21946,25499
BeaconProxy_0x74a0.sol,TransparentUpgradeableProxy_0x3d90.sol,90.76,23776,35060
BeaconProxy_0x1f5f.sol,TransparentUpgradeableProxy_0x3d90.sol,90.76,23776,35060
TransparentUpgradeableProxy_0x3302.sol,PProxy_0x4c17.sol,90.74,36317,22504
TransparentUpgradeableProxy_0xb3fa.sol,PProxy_0x4c17.sol,90.69,36734,22504
TransparentUpgradeableProxy_0x3302.sol,EthcoinProxy_0xe957.sol,90.66,36317,22502
ERC1967Proxy_0x8e02.sol,ERC1967Proxy_0xfaf1.sol,90.6,22205,40127
ERC1967Proxy_0x4fef.sol,ERC1967Proxy_0xfaf1.sol,90.6,22127,40127
ERC1967Proxy_0x4fef.sol,ERC1967Proxy_0x46ea.sol,90.6,22127,40127
ERC1967Proxy_0x4fef.sol,TransparentUpgradeableProxy_0xf668.sol,90.6,22127,40127
TransparentUpgradeableProxy_0xb3fa.sol,EthcoinProxy_0xe957.sol,90.6,36734,22502
ERC1967Proxy_0x8e02.sol,ERC1967Proxy_0x46ea.sol,90.6,22205,40127
ERC1967Proxy_0x8e02.sol,TransparentUpgradeableProxy_0xf668.sol,90.6,22205,40127
BeaconProxy_0x74a0.sol,TransparentUpgradeableProxy_0x0366.sol,90.46,23776,35070
BeaconProxy_0x74a0.sol,TransparentUpgradeableProxy_0x2e51.sol,90.46,23776,35097
BeaconProxy_0x74a0.sol,TransparentUpgradeableProxy_0x7598.sol,90.46,23776,35070
BeaconProxy_0x74a0.sol,TransparentUpgradeableProxy_0xa129.sol,90.46,23776,35070
BeaconProxy_0x1f5f.sol,TransparentUpgradeableProxy_0xa129.sol,90.46,23776,35070
BeaconProxy_0x1f5f.sol,TransparentUpgradeableProxy_0x18cc.sol,90.46,23776,35097
BeaconProxy_0x74a0.sol,TransparentUpgradeableProxy_0x8be3.sol,90.46,23776,35070
BeaconProxy_0x74a0.sol,TransparentUpgradeableProxy_0x18cc.sol,90.46,23776,35097
BeaconProxy_0x1f5f.sol,TransparentUpgradeableProxy_0x7598.sol,90.46,23776,35070
BeaconProxy_0x1f5f.sol,TransparentUpgradeableProxy_0x0366.sol,90.46,23776,35070
BeaconProxy_0x1f5f.sol,TransparentUpgradeableProxy_0xec53.sol,90.46,23776,35070
BeaconProxy_0x1f5f.sol,TransparentUpgradeableProxy_0x8be3.sol,90.46,23776,35070
BeaconProxy_0x1f5f.sol,TransparentUpgradeableProxy_0x2e51.sol,90.46,23776,35097
BeaconProxy_0x74a0.sol,TransparentUpgradeableProxy_0xec53.sol,90.46,23776,35070
TransparentUpgradeableProxy_0x33b4.sol,ERC1967Proxy_0xc2f2.sol,90.35,36593,21946
TransparentUpgradeableProxy_0x3302.sol,ERC1967Proxy_0x8e02.sol,90.32,36317,22205
ERC1967Proxy_0x4fef.sol,TransparentUpgradeableProxy_0x3302.sol,90.32,22127,36317
ERC1967Proxy_0x4fef.sol,TransparentUpgradeableProxy_0xb3fa.sol,90.27,22127,36734
TransparentUpgradeableProxy_0xb3fa.sol,ERC1967Proxy_0x8e02.sol,90.27,36734,22205
TransparentUpgradeableProxy_0x1d68.sol,ERC1967Proxy_0x2222.sol,90.12,43091,23429
ERC1967Proxy_0xf4e1.sol,TransparentUpgradeableProxy_0x1d68.sol,89.73,23725,43091
ERC1967Proxy_0x7714.sol,TransparentUpgradeableProxy_0x1d68.sol,89.73,23309,43091
ERC1967Proxy_0x58d9.sol,TransparentUpgradeableProxy_0x1d68.sol,89.73,23725,43091
BeaconProxy_0x1f5f.sol,ERC1967Proxy_0x5c7b.sol,89.68,23776,38428
BeaconProxy_0x74a0.sol,ERC1967Proxy_0x5c7b.sol,89.68,23776,38428
BeaconProxy_0x1f5f.sol,ERC1967Proxy_0x6e2a.sol,89.68,23776,38428
BeaconProxy_0x74a0.sol,ERC1967Proxy_0x6e2a.sol,89.68,23776,38428
SimpleToken_0x4d22.sol,NipponIdolToken_0x8ca3.sol,89.65,16736,21388
PepeToken_0x6982.sol,Turbo_0xa359.sol,89.54,20169,21588
WrappedReact_0x8171.sol,TetherUSD_0x3f69.sol,89.49,29036,25680
BeaconProxy_0x74a0.sol,TransparentUpgradeableProxy_0x3328.sol,89.44,23776,44163
BeaconProxy_0x74a0.sol,TransparentUpgradeableProxy_0xbca3.sol,89.44,23776,44163
BeaconProxy_0x74a0.sol,ERC1967Proxy_0xadf7.sol,89.44,23776,44163
BeaconProxy_0x1f5f.sol,TransparentUpgradeableProxy_0xbca3.sol,89.44,23776,44163
BeaconProxy_0x1f5f.sol,TransparentUpgradeableProxy_0x3328.sol,89.44,23776,44163
BeaconProxy_0x1f5f.sol,TransparentUpgradeableProxy_0x1a9d.sol,89.44,23776,44163
BeaconProxy_0x74a0.sol,TransparentUpgradeableProxy_0x238a.sol,89.44,23776,44163
BeaconProxy_0x1f5f.sol,TransparentUpgradeableProxy_0x238a.sol,89.44,23776,44163
BeaconProxy_0x74a0.sol,TransparentUpgradeableProxy_0x1a9d.sol,89.44,23776,44163
BeaconProxy_0x1f5f.sol,ERC1967Proxy_0xadf7.sol,89.44,23776,44163
ERC1967Proxy_0x5c7b.sol,ERC1967Proxy_0x5ccb.sol,89.32,38428,23612
ERC1967Proxy_0x6e2a.sol,ERC1967Proxy_0x5ccb.sol,89.32,38428,23612
ERC1967Proxy_0x6e2a.sol,ERC1967Proxy_0x604d.sol,89.32,38428,23612
ERC1967Proxy_0x5c7b.sol,ERC1967Proxy_0x604d.sol,89.32,38428,23612
EntryPoint_0x0000.sol,EntryPoint_0x5ff1.sol,89.13,79110,68376
TransparentUpgradeableProxy_0x43de.sol,ERC1967Proxy_0x5ccb.sol,88.96,35765,23612
TransparentUpgradeableProxy_0x6874.sol,ERC1967Proxy_0x604d.sol,88.96,35765,23612
TransparentUpgradeableProxy_0x43de.sol,ERC1967Proxy_0x604d.sol,88.96,35765,23612
ERC1967Proxy_0x5ccb.sol,TransparentUpgradeableProxy_0x6874.sol,88.96,23612,35765
ERC1967Proxy_0x511c.sol,PProxy_0x4c17.sol,88.95,40825,22504
ERC1967Proxy_0x328f.sol,PProxy_0x4c17.sol,88.95,40825,22504
ERC1967Proxy_0x328f.sol,EthcoinProxy_0xe957.sol,88.87,40825,22502
EthcoinProxy_0xe957.sol,ERC1967Proxy_0x511c.sol,88.87,22502,40825
SynFuturesToken_0x6e15.sol,MUSD_0xdd46.sol,88.82,67820,87500
PepeToken_0x6982.sol,FixedToken_0xd441.sol,88.81,20169,17919
ENA_0x57e1.sol,MUSD_0xdd46.sol,88.81,76453,87500
ERC1967Proxy_0xb773.sol,TransparentUpgradeableProxy_0x1a9d.sol,88.73,26631,44163
ERC1967Proxy_0xee7a.sol,TransparentUpgradeableProxy_0x3328.sol,88.73,26631,44163
ERC1967Proxy_0xb007.sol,TransparentUpgradeableProxy_0xbca3.sol,88.73,26631,44163
ERC1967Proxy_0xebf6.sol,TransparentUpgradeableProxy_0x3328.sol,88.73,26631,44163
ERC1967Proxy_0xebf6.sol,TransparentUpgradeableProxy_0xbca3.sol,88.73,26631,44163
ERC1967Proxy_0xadf7.sol,ERC1967Proxy_0xee7a.sol,88.73,44163,26631
ERC1967Proxy_0xee7a.sol,TransparentUpgradeableProxy_0x238a.sol,88.73,26631,44163
ERC1967Proxy_0xee7a.sol,TransparentUpgradeableProxy_0x1a9d.sol,88.73,26631,44163
ERC1967Proxy_0xebf6.sol,TransparentUpgradeableProxy_0x238a.sol,88.73,26631,44163
ERC1967Proxy_0xebf6.sol,TransparentUpgradeableProxy_0x1a9d.sol,88.73,26631,44163
ERC1967Proxy_0xee7a.sol,TransparentUpgradeableProxy_0xbca3.sol,88.73,26631,44163
ERC1967Proxy_0xb773.sol,ERC1967Proxy_0xadf7.sol,88.73,26631,44163
ERC1967Proxy_0xadf7.sol,ERC1967Proxy_0xb007.sol,88.73,44163,26631
ERC1967Proxy_0xb007.sol,TransparentUpgradeableProxy_0x1a9d.sol,88.73,26631,44163
ERC1967Proxy_0xb007.sol,TransparentUpgradeableProxy_0x238a.sol,88.73,26631,44163
ERC1967Proxy_0xb773.sol,TransparentUpgradeableProxy_0x238a.sol,88.73,26631,44163
ERC1967Proxy_0xb007.sol,TransparentUpgradeableProxy_0x3328.sol,88.73,26631,44163
ERC1967Proxy_0xb773.sol,TransparentUpgradeableProxy_0xbca3.sol,88.73,26631,44163
ERC1967Proxy_0xb773.sol,TransparentUpgradeableProxy_0x3328.sol,88.73,26631,44163
ERC1967Proxy_0xadf7.sol,ERC1967Proxy_0xebf6.sol,88.73,44163,26631
TransparentUpgradeableProxy_0x3302.sol,ERC1967Proxy_0xc2f2.sol,88.64,36317,21946
TransparentUpgradeableProxy_0xb3fa.sol,ERC1967Proxy_0xc2f2.sol,88.58,36734,21946
ERC1967Proxy_0x4fef.sol,ERC1967Proxy_0x328f.sol,88.48,22127,40825
ERC1967Proxy_0x4fef.sol,ERC1967Proxy_0x511c.sol,88.48,22127,40825
ERC1967Proxy_0x511c.sol,ERC1967Proxy_0x8e02.sol,88.48,40825,22205
ERC1967Proxy_0x328f.sol,ERC1967Proxy_0x8e02.sol,88.48,40825,22205
TransparentUpgradeableProxy_0x1a88.sol,TransparentUpgradeableProxy_0x238a.sol,88.32,25143,44163
TransparentUpgradeableProxy_0x1a88.sol,TransparentUpgradeableProxy_0x1a9d.sol,88.32,25143,44163
TransparentUpgradeableProxy_0x1a88.sol,TransparentUpgradeableProxy_0x3328.sol,88.32,25143,44163
BeaconProxy_0x74a0.sol,TransparentUpgradeableProxy_0x1a88.sol,88.32,23776,25143
BeaconProxy_0x1f5f.sol,TransparentUpgradeableProxy_0x1a88.sol,88.32,23776,25143
TransparentUpgradeableProxy_0x1a88.sol,TransparentUpgradeableProxy_0xbca3.sol,88.32,25143,44163
ERC1967Proxy_0xadf7.sol,TransparentUpgradeableProxy_0x1a88.sol,88.32,44163,25143
TransparentUpgradeableProxy_0x33b4.sol,ERC1967Proxy_0x9ccc.sol,88.28,36593,22647
LinkToken_0x5149.sol,ArcBlockToken_0xb98d.sol,88.27,8808,8700
DVN_0xa59b.sol,VerifierNetwork_0xd56e.sol,88.09,109056,95029
DVN_0x589d.sol,VerifierNetwork_0xd56e.sol,88.09,109056,95029
ERC1967Proxy_0xc2f2.sol,ERC1967Proxy_0xfaf1.sol,88.07,21946,40127
ERC1967Proxy_0xc2f2.sol,ERC1967Proxy_0x46ea.sol,88.07,21946,40127
ERC1967Proxy_0xc2f2.sol,TransparentUpgradeableProxy_0xf668.sol,88.07,21946,40127
BeaconProxy_0x74a0.sol,TransparentUpgradeableProxy_0x43de.sol,87.99,23776,35765
BeaconProxy_0x74a0.sol,TransparentUpgradeableProxy_0x6874.sol,87.99,23776,35765
BeaconProxy_0x1f5f.sol,TransparentUpgradeableProxy_0x43de.sol,87.99,23776,35765
BeaconProxy_0x1f5f.sol,TransparentUpgradeableProxy_0x6874.sol,87.99,23776,35765
TransparentUpgradeableProxy_0x1a88.sol,TransparentUpgradeableProxy_0x43de.sol,87.97,25143,35765
TransparentUpgradeableProxy_0x1a88.sol,TransparentUpgradeableProxy_0x6874.sol,87.97,25143,35765
TransparentUpgradeableProxy_0xf668.sol,VaultProxy_0x0e60.sol,87.87,40127,25499
ERC1967Proxy_0x46ea.sol,VaultProxy_0x0e60.sol,87.87,40127,25499
ERC1967Proxy_0xfaf1.sol,VaultProxy_0x0e60.sol,87.87,40127,25499
SwapRouter02_0x68b3.sol,SwapRouter_0xe592.sol,87.74,161330,86836
ERC1967Proxy_0x3ef3.sol,ERC1967Proxy_0x6e2a.sol,87.67,24631,38428
ERC1967Proxy_0x3ef3.sol,ERC1967Proxy_0x5c7b.sol,87.67,24631,38428
ERC1967Proxy_0x511c.sol,ERC1967Proxy_0x9ccc.sol,87.58,40825,22647
ERC1967Proxy_0x328f.sol,ERC1967Proxy_0x9ccc.sol,87.58,40825,22647
ERC1967Proxy_0x3ef3.sol,TransparentUpgradeableProxy_0x6874.sol,87.57,24631,35765
ERC1967Proxy_0x3ef3.sol,TransparentUpgradeableProxy_0x43de.sol,87.57,24631,35765
PProxy_0x4c17.sol,TransparentUpgradeableProxy_0x1d68.sol,87.26,22504,43091
WrappedReact_0x8171.sol,OrderToken_0xabd4.sol,87.26,29036,23151
WrappedReact_0x8171.sol,CTAToken_0x9068.sol,87.2,29036,23553
EthcoinProxy_0xe957.sol,TransparentUpgradeableProxy_0x1d68.sol,87.13,22502,43091
UUPSProxy_0x031d.sol,ERC1967Proxy_0x46ea.sol,87.0,24331,40127
AltLayerToken_0x8457.sol,ZtakingPool_0xf047.sol,87.0,90352,100918
UUPSProxy_0x031d.sol,TransparentUpgradeableProxy_0xf668.sol,87.0,24331,40127
UUPSProxy_0x031d.sol,ERC1967Proxy_0xfaf1.sol,87.0,24331,40127
AdminUpgradableProxy_0x81d4.sol,TransparentUpgradeableProxy_0x1a88.sol,86.97,19096,25143
TransparentUpgradeableProxy_0x1a88.sol,ERC1967Proxy_0x6e2a.sol,86.87,25143,38428
TransparentUpgradeableProxy_0x1a88.sol,ERC1967Proxy_0x5c7b.sol,86.87,25143,38428
PepeToken_0x6982.sol,NipponIdolToken_0x8ca3.sol,86.82,20169,21388
ERC1967Proxy_0xb773.sol,ERC1967Proxy_0xc2f2.sol,86.8,26631,21946
ERC1967Proxy_0xebf6.sol,ERC1967Proxy_0xc2f2.sol,86.8,26631,21946
ERC1967Proxy_0xee7a.sol,ERC1967Proxy_0xc2f2.sol,86.8,26631,21946
ERC1967Proxy_0xb007.sol,ERC1967Proxy_0xc2f2.sol,86.8,26631,21946
ERC1967Proxy_0xee7a.sol,EthcoinProxy_0xe957.sol,86.75,26631,22502
ERC1967Proxy_0xb773.sol,EthcoinProxy_0xe957.sol,86.75,26631,22502
ERC1967Proxy_0xebf6.sol,EthcoinProxy_0xe957.sol,86.75,26631,22502
ERC1967Proxy_0xb007.sol,EthcoinProxy_0xe957.sol,86.75,26631,22502
ERC1967Proxy_0xb773.sol,ERC1967Proxy_0x4fef.sol,86.72,26631,22127
ERC1967Proxy_0xb773.sol,ERC1967Proxy_0x8e02.sol,86.72,26631,22205
ERC1967Proxy_0xee7a.sol,ERC1967Proxy_0x8e02.sol,86.72,26631,22205
ERC1967Proxy_0xb007.sol,ERC1967Proxy_0x8e02.sol,86.72,26631,22205
ERC1967Proxy_0x4fef.sol,ERC1967Proxy_0xebf6.sol,86.72,22127,26631
ERC1967Proxy_0x4fef.sol,ERC1967Proxy_0xee7a.sol,86.72,22127,26631
ERC1967Proxy_0xebf6.sol,ERC1967Proxy_0x8e02.sol,86.72,26631,22205
ERC1967Proxy_0x4fef.sol,ERC1967Proxy_0xb007.sol,86.72,22127,26631
ERC1967Proxy_0xb007.sol,PProxy_0x4c17.sol,86.65,26631,22504
ERC1967Proxy_0xebf6.sol,PProxy_0x4c17.sol,86.65,26631,22504
ERC1967Proxy_0xb773.sol,PProxy_0x4c17.sol,86.65,26631,22504
WrappedReact_0x8171.sol,Open_0xa227.sol,86.65,29036,24861
ERC1967Proxy_0xee7a.sol,PProxy_0x4c17.sol,86.65,26631,22504
ERC1967Proxy_0x46ea.sol,ERC1967Proxy_0x2222.sol,86.48,40127,23429
TransparentUpgradeableProxy_0xf668.sol,ERC1967Proxy_0x2222.sol,86.48,40127,23429
ERC1967Proxy_0xfaf1.sol,ERC1967Proxy_0x2222.sol,86.48,40127,23429
TransparentUpgradeableProxy_0xf668.sol,ERC1967Proxy_0x7714.sol,86.4,40127,23309
ERC1967Proxy_0xf4e1.sol,ERC1967Proxy_0x46ea.sol,86.4,23725,40127
ERC1967Proxy_0x58d9.sol,ERC1967Proxy_0xfaf1.sol,86.4,23725,40127
ERC1967Proxy_0xf4e1.sol,TransparentUpgradeableProxy_0xf668.sol,86.4,23725,40127
ERC1967Proxy_0xf4e1.sol,ERC1967Proxy_0xfaf1.sol,86.4,23725,40127
ERC1967Proxy_0x58d9.sol,ERC1967Proxy_0x46ea.sol,86.4,23725,40127
ERC1967Proxy_0x58d9.sol,TransparentUpgradeableProxy_0xf668.sol,86.4,23725,40127
ERC1967Proxy_0x46ea.sol,ERC1967Proxy_0x7714.sol,86.4,40127,23309
ERC1967Proxy_0xfaf1.sol,ERC1967Proxy_0x7714.sol,86.4,40127,23309
ERC1967Proxy_0x9ccc.sol,TransparentUpgradeableProxy_0x1d68.sol,86.31,22647,43091
LRC_v2_0xbbbb.sol,ArcBlockToken_0xb98d.sol,86.25,10073,8700
FixedToken_0xd441.sol,TGCToken_0x25b4.sol,86.19,17919,23522
TGCToken_0x25b4.sol,Turbo_0xa359.sol,86.15,23522,21588
ERC1967Proxy_0x4fef.sol,TransparentUpgradeableProxy_0x1d68.sol,86.15,22127,43091
ERC1967Proxy_0x8e02.sol,TransparentUpgradeableProxy_0x1d68.sol,86.15,22205,43091
WBTC_0x2260.sol,ArcBlockToken_0xb98d.sol,86.14,17628,8700
AdminUpgradableProxy_0x81d4.sol,OptimizedTransparentUpgradeableProxy_0x902f.sol,86.1,19096,17846
TransparentUpgradeableProxy_0x43de.sol,TransparentUpgradeableProxy_0x3d90.sol,86.03,35765,35060
TransparentUpgradeableProxy_0x6874.sol,TransparentUpgradeableProxy_0x3d90.sol,86.03,35765,35060
ERC1967Proxy_0xc2f2.sol,ERC1967Proxy_0x511c.sol,85.97,21946,40825
ERC1967Proxy_0x328f.sol,ERC1967Proxy_0xc2f2.sol,85.97,40825,21946
ERC1967Proxy_0x6e2a.sol,TransparentUpgradeableProxy_0x3d90.sol,85.95,38428,35060
ArcBlockToken_0xb98d.sol,OrbsToken_0xff56.sol,85.95,8700,11971
PolygonEcosystemToken_0x455e.sol,BeamToken_0x62d0.sol,85.95,103575,86944
ERC1967Proxy_0x5c7b.sol,TransparentUpgradeableProxy_0x3d90.sol,85.95,38428,35060
TransparentUpgradeableProxy_0x0366.sol,TransparentUpgradeableProxy_0x6874.sol,85.83,35070,35765
TransparentUpgradeableProxy_0x18cc.sol,TransparentUpgradeableProxy_0x6874.sol,85.83,35097,35765
TransparentUpgradeableProxy_0xa129.sol,TransparentUpgradeableProxy_0x6874.sol,85.83,35070,35765
TransparentUpgradeableProxy_0x6874.sol,TransparentUpgradeableProxy_0xec53.sol,85.83,35765,35070
TransparentUpgradeableProxy_0xa129.sol,TransparentUpgradeableProxy_0x43de.sol,85.83,35070,35765
TransparentUpgradeableProxy_0x0366.sol,TransparentUpgradeableProxy_0x43de.sol,85.83,35070,35765
TransparentUpgradeableProxy_0x43de.sol,TransparentUpgradeableProxy_0xec53.sol,85.83,35765,35070
TransparentUpgradeableProxy_0x18cc.sol,TransparentUpgradeableProxy_0x43de.sol,85.83,35097,35765
TransparentUpgradeableProxy_0x8be3.sol,TransparentUpgradeableProxy_0x6874.sol,85.83,35070,35765
TransparentUpgradeableProxy_0x2e51.sol,TransparentUpgradeableProxy_0x6874.sol,85.83,35097,35765
TransparentUpgradeableProxy_0x7598.sol,TransparentUpgradeableProxy_0x43de.sol,85.83,35070,35765
TransparentUpgradeableProxy_0x7598.sol,TransparentUpgradeableProxy_0x6874.sol,85.83,35070,35765
TransparentUpgradeableProxy_0x8be3.sol,TransparentUpgradeableProxy_0x43de.sol,85.83,35070,35765
TransparentUpgradeableProxy_0x2e51.sol,TransparentUpgradeableProxy_0x43de.sol,85.83,35097,35765
AltLayerToken_0x8457.sol,AethirToken_0xbe0e.sol,85.82,90352,96318
ERC1967Proxy_0x6e2a.sol,TransparentUpgradeableProxy_0x7598.sol,85.71,38428,35070
TransparentUpgradeableProxy_0x2e51.sol,ERC1967Proxy_0x5c7b.sol,85.71,35097,38428
ERC1967Proxy_0x5c7b.sol,TransparentUpgradeableProxy_0xec53.sol,85.71,38428,35070
TransparentUpgradeableProxy_0x0366.sol,ERC1967Proxy_0x6e2a.sol,85.71,35070,38428
ERC1967Proxy_0x6e2a.sol,TransparentUpgradeableProxy_0x18cc.sol,85.71,38428,35097
ERC1967Proxy_0x5c7b.sol,TransparentUpgradeableProxy_0x7598.sol,85.71,38428,35070
TransparentUpgradeableProxy_0x2e51.sol,ERC1967Proxy_0x6e2a.sol,85.71,35097,38428
ERC1967Proxy_0x5c7b.sol,TransparentUpgradeableProxy_0x18cc.sol,85.71,38428,35097
ERC1967Proxy_0x5c7b.sol,TransparentUpgradeableProxy_0xa129.sol,85.71,38428,35070
ERC1967Proxy_0x6e2a.sol,TransparentUpgradeableProxy_0x8be3.sol,85.71,38428,35070
ERC1967Proxy_0x6e2a.sol,TransparentUpgradeableProxy_0xec53.sol,85.71,38428,35070
ERC1967Proxy_0x5c7b.sol,TransparentUpgradeableProxy_0x8be3.sol,85.71,38428,35070
ERC1967Proxy_0x6e2a.sol,TransparentUpgradeableProxy_0xa129.sol,85.71,38428,35070
TransparentUpgradeableProxy_0x0366.sol,ERC1967Proxy_0x5c7b.sol,85.71,35070,38428
AdminUpgradableProxy_0x81d4.sol,OptimizedTransparentUpgradeableProxy_0x1732.sol,85.22,19096,28981
WBTC_0x2260.sol,PermittableToken_0xa882.sol,85.19,17628,33757
ERC1967Proxy_0xb007.sol,ERC1967Proxy_0x5c7b.sol,85.19,26631,38428
ERC1967Proxy_0xb007.sol,ERC1967Proxy_0x6e2a.sol,85.19,26631,38428
ERC1967Proxy_0x5c7b.sol,ERC1967Proxy_0xebf6.sol,85.19,38428,26631
ERC1967Proxy_0x6e2a.sol,ERC1967Proxy_0xebf6.sol,85.19,38428,26631
ERC1967Proxy_0xee7a.sol,ERC1967Proxy_0x5c7b.sol,85.19,26631,38428
ERC1967Proxy_0xee7a.sol,ERC1967Proxy_0x6e2a.sol,85.19,26631,38428
ERC1967Proxy_0xb773.sol,ERC1967Proxy_0x6e2a.sol,85.19,26631,38428
ERC1967Proxy_0xb773.sol,ERC1967Proxy_0x5c7b.sol,85.19,26631,38428
ERC1967Proxy_0xee7a.sol,TransparentUpgradeableProxy_0x43de.sol,85.18,26631,35765
ERC1967Proxy_0xb007.sol,TransparentUpgradeableProxy_0x43de.sol,85.18,26631,35765
ERC1967Proxy_0xb773.sol,TransparentUpgradeableProxy_0x6874.sol,85.18,26631,35765
ERC1967Proxy_0xb773.sol,TransparentUpgradeableProxy_0x43de.sol,85.18,26631,35765
ERC1967Proxy_0xebf6.sol,TransparentUpgradeableProxy_0x43de.sol,85.18,26631,35765
ERC1967Proxy_0xb007.sol,TransparentUpgradeableProxy_0x6874.sol,85.18,26631,35765
ERC1967Proxy_0xebf6.sol,TransparentUpgradeableProxy_0x6874.sol,85.18,26631,35765
ERC1967Proxy_0xee7a.sol,TransparentUpgradeableProxy_0x6874.sol,85.18,26631,35765
ERC1967Proxy_0xebf6.sol,ERC1967Proxy_0x9ccc.sol,85.06,26631,22647
ERC1967Proxy_0xb773.sol,ERC1967Proxy_0x9ccc.sol,85.06,26631,22647
ERC1967Proxy_0xee7a.sol,ERC1967Proxy_0x9ccc.sol,85.06,26631,22647
ERC1967Proxy_0xb007.sol,ERC1967Proxy_0x9ccc.sol,85.06,26631,22647
AdminUpgradableProxy_0x81d4.sol,TransparentUpgradeableProxy_0x6c96.sol,84.93,19096,28886
AdminUpgradableProxy_0x81d4.sol,TransparentUpgradeableProxy_0x85ec.sol,84.89,19096,28908
