Contract A,Contract B,Similarity,Size A,Size B
TransparentUpgradeableProxy_0x0366.sol,ERC1967Proxy_0x46ea.sol,80.45,35070,40127
TransparentUpgradeableProxy_0x2e51.sol,TransparentUpgradeableProxy_0xf668.sol,80.45,35097,40127
TransparentUpgradeableProxy_0x2e51.sol,ERC1967Proxy_0xfaf1.sol,80.45,35097,40127
ERC1967Proxy_0xb773.sol,ERC1967Proxy_0x328f.sol,80.4,26631,40825
ERC1967Proxy_0xb773.sol,ERC1967Proxy_0x511c.sol,80.4,26631,40825
ERC1967Proxy_0x328f.sol,ERC1967Proxy_0xebf6.sol,80.4,40825,26631
ERC1967Proxy_0xb007.sol,ERC1967Proxy_0x511c.sol,80.4,26631,40825
ERC1967Proxy_0xee7a.sol,ERC1967Proxy_0x511c.sol,80.4,26631,40825
ERC1967Proxy_0xebf6.sol,ERC1967Proxy_0x511c.sol,80.4,26631,40825
ERC1967Proxy_0x328f.sol,ERC1967Proxy_0xee7a.sol,80.4,40825,26631
ERC1967Proxy_0x328f.sol,ERC1967Proxy_0xb007.sol,80.4,40825,26631
AdminUpgradableProxy_0x81d4.sol,TransparentUpgradeableProxy_0xbca3.sol,80.35,19096,44163
AdminUpgradableProxy_0x81d4.sol,TransparentUpgradeableProxy_0x238a.sol,80.35,19096,44163
AdminUpgradableProxy_0x81d4.sol,TransparentUpgradeableProxy_0x1a9d.sol,80.35,19096,44163
AdminUpgradableProxy_0x81d4.sol,TransparentUpgradeableProxy_0x3328.sol,80.35,19096,44163
AdminUpgradableProxy_0x81d4.sol,ERC1967Proxy_0xadf7.sol,80.35,19096,44163
ERC1967Proxy_0x511c.sol,TransparentUpgradeableProxy_0x3d90.sol,80.34,40825,35060
ERC1967Proxy_0x328f.sol,TransparentUpgradeableProxy_0x3d90.sol,80.34,40825,35060
EthcoinProxy_0xe957.sol,TransparentUpgradeableProxy_0x1c47.sol,80.33,22502,28908
TransparentUpgradeableProxy_0x1c47.sol,PProxy_0x4c17.sol,80.33,28908,22504
TransparentUpgradeableProxy_0x85ec.sol,PProxy_0x4c17.sol,80.33,28908,22504
TransparentUpgradeableProxy_0x85ec.sol,EthcoinProxy_0xe957.sol,80.33,28908,22502
TransparentUpgradeableProxy_0x6c96.sol,EthcoinProxy_0xe957.sol,80.32,28886,22502
TransparentUpgradeableProxy_0x6c96.sol,PProxy_0x4c17.sol,80.31,28886,22504
TransparentUpgradeableProxy_0x18cc.sol,ERC1967Proxy_0x511c.sol,80.3,35097,40825
ERC1967Proxy_0x328f.sol,TransparentUpgradeableProxy_0xec53.sol,80.3,40825,35070
ERC1967Proxy_0x328f.sol,TransparentUpgradeableProxy_0xa129.sol,80.3,40825,35070
ERC1967Proxy_0x328f.sol,TransparentUpgradeableProxy_0x8be3.sol,80.3,40825,35070
ERC1967Proxy_0x328f.sol,TransparentUpgradeableProxy_0x7598.sol,80.3,40825,35070
ERC1967Proxy_0x328f.sol,TransparentUpgradeableProxy_0x18cc.sol,80.3,40825,35097
ERC1967Proxy_0x511c.sol,TransparentUpgradeableProxy_0x7598.sol,80.3,40825,35070
ERC1967Proxy_0x328f.sol,TransparentUpgradeableProxy_0x0366.sol,80.3,40825,35070
ERC1967Proxy_0x328f.sol,TransparentUpgradeableProxy_0x2e51.sol,80.3,40825,35097
ERC1967Proxy_0x511c.sol,TransparentUpgradeableProxy_0xec53.sol,80.3,40825,35070
TransparentUpgradeableProxy_0x8be3.sol,ERC1967Proxy_0x511c.sol,80.3,35070,40825
TransparentUpgradeableProxy_0x0366.sol,ERC1967Proxy_0x511c.sol,80.3,35070,40825
TransparentUpgradeableProxy_0xa129.sol,ERC1967Proxy_0x511c.sol,80.3,35070,40825
TransparentUpgradeableProxy_0x2e51.sol,ERC1967Proxy_0x511c.sol,80.3,35097,40825
EthcoinProxy_0xe957.sol,OptimizedTransparentUpgradeableProxy_0x1732.sol,80.29,22502,28981
WBTC_0x2260.sol,LRC_v2_0xbbbb.sol,80.28,17628,10073
PProxy_0x4c17.sol,OptimizedTransparentUpgradeableProxy_0x1732.sol,80.28,22504,28981
ERC1967Proxy_0xb007.sol,ERC1967Proxy_0xfaf1.sol,80.27,26631,40127
ERC1967Proxy_0xb773.sol,ERC1967Proxy_0x46ea.sol,80.27,26631,40127
ERC1967Proxy_0xee7a.sol,TransparentUpgradeableProxy_0xf668.sol,80.27,26631,40127
ERC1967Proxy_0xee7a.sol,ERC1967Proxy_0x46ea.sol,80.27,26631,40127
ERC1967Proxy_0xee7a.sol,ERC1967Proxy_0xfaf1.sol,80.27,26631,40127
ERC1967Proxy_0xebf6.sol,TransparentUpgradeableProxy_0xf668.sol,80.27,26631,40127
ERC1967Proxy_0xebf6.sol,ERC1967Proxy_0xfaf1.sol,80.27,26631,40127
ERC1967Proxy_0xebf6.sol,ERC1967Proxy_0x46ea.sol,80.27,26631,40127
ERC1967Proxy_0xb773.sol,ERC1967Proxy_0xfaf1.sol,80.27,26631,40127
ERC1967Proxy_0xb007.sol,TransparentUpgradeableProxy_0xf668.sol,80.27,26631,40127
ERC1967Proxy_0xb007.sol,ERC1967Proxy_0x46ea.sol,80.27,26631,40127
ERC1967Proxy_0xb773.sol,TransparentUpgradeableProxy_0xf668.sol,80.27,26631,40127
BeaconProxy_0x74a0.sol,ERC1967Proxy_0x4fef.sol,80.24,23776,22127
BeaconProxy_0x74a0.sol,ERC1967Proxy_0x8e02.sol,80.24,23776,22205
BeaconProxy_0x1f5f.sol,ERC1967Proxy_0x8e02.sol,80.24,23776,22205
BeaconProxy_0x1f5f.sol,ERC1967Proxy_0x4fef.sol,80.24,23776,22127
TransparentUpgradeableProxy_0x1a9d.sol,TransparentUpgradeableProxy_0x1d68.sol,80.06,44163,43091
TransparentUpgradeableProxy_0x238a.sol,TransparentUpgradeableProxy_0x1d68.sol,80.06,44163,43091
TransparentUpgradeableProxy_0x3328.sol,TransparentUpgradeableProxy_0x1d68.sol,80.06,44163,43091
TransparentUpgradeableProxy_0xbca3.sol,TransparentUpgradeableProxy_0x1d68.sol,80.06,44163,43091
ERC1967Proxy_0xadf7.sol,TransparentUpgradeableProxy_0x1d68.sol,80.06,44163,43091
LinkToken_0x5149.sol,ZRXToken_0xe41d.sol,80.06,8808,5225
LinkToken_0x5149.sol,WBTC_0x2260.sol,80.04,8808,17628
LinkToken_0x5149.sol,OrbsToken_0xff56.sol,80.02,8808,11971
ERC1967Proxy_0x58d9.sol,ERC1967Proxy_0x3ef3.sol,79.93,23725,24631
ERC1967Proxy_0x3ef3.sol,ERC1967Proxy_0x7714.sol,79.93,24631,23309
ERC1967Proxy_0x3ef3.sol,ERC1967Proxy_0xf4e1.sol,79.93,24631,23725
AdminUpgradableProxy_0x81d4.sol,ERC1967Proxy_0xb007.sol,79.92,19096,26631
AdminUpgradableProxy_0x81d4.sol,ERC1967Proxy_0xee7a.sol,79.92,19096,26631
ERC1967Proxy_0xb773.sol,AdminUpgradableProxy_0x81d4.sol,79.92,26631,19096
AdminUpgradableProxy_0x81d4.sol,ERC1967Proxy_0xebf6.sol,79.92,19096,26631
TransparentUpgradeableProxy_0x02b8.sol,ERC1967Proxy_0x4fef.sol,79.91,29086,22127
TransparentUpgradeableProxy_0x02b8.sol,ERC1967Proxy_0x8e02.sol,79.91,29086,22205
ZigCoin_0xb261.sol,SimpleToken_0x4d22.sol,79.88,19009,16736
TransparentUpgradeableProxy_0x3d90.sol,VaultProxy_0x0e60.sol,79.88,35060,25499
AethirToken_0xbe0e.sol,ZtakingPool_0xf047.sol,79.84,96318,100918
PepeToken_0x6982.sol,TGCToken_0x25b4.sol,79.83,20169,23522
TransparentUpgradeableProxy_0x2e51.sol,VaultProxy_0x0e60.sol,79.8,35097,25499
TransparentUpgradeableProxy_0x18cc.sol,VaultProxy_0x0e60.sol,79.8,35097,25499
TransparentUpgradeableProxy_0x0366.sol,VaultProxy_0x0e60.sol,79.8,35070,25499
TransparentUpgradeableProxy_0x8be3.sol,VaultProxy_0x0e60.sol,79.8,35070,25499
TransparentUpgradeableProxy_0xa129.sol,VaultProxy_0x0e60.sol,79.8,35070,25499
TransparentUpgradeableProxy_0x7598.sol,VaultProxy_0x0e60.sol,79.8,35070,25499
TransparentUpgradeableProxy_0xec53.sol,VaultProxy_0x0e60.sol,79.8,35070,25499
AdminUpgradableProxy_0x81d4.sol,TransparentUpgradeableProxy_0x3d90.sol,79.75,19096,35060
ERC1967Proxy_0x328f.sol,ERC1967Proxy_0x6e2a.sol,79.7,40825,38428
ERC1967Proxy_0x328f.sol,ERC1967Proxy_0x5c7b.sol,79.7,40825,38428
ERC1967Proxy_0x6e2a.sol,ERC1967Proxy_0x511c.sol,79.7,38428,40825
ERC1967Proxy_0x5c7b.sol,ERC1967Proxy_0x511c.sol,79.7,38428,40825
AdminUpgradableProxy_0x81d4.sol,TransparentUpgradeableProxy_0x2e51.sol,79.67,19096,35097
AdminUpgradableProxy_0x81d4.sol,TransparentUpgradeableProxy_0xa129.sol,79.67,19096,35070
AdminUpgradableProxy_0x81d4.sol,TransparentUpgradeableProxy_0x0366.sol,79.67,19096,35070
AdminUpgradableProxy_0x81d4.sol,TransparentUpgradeableProxy_0xec53.sol,79.67,19096,35070
TransparentUpgradeableProxy_0x02b8.sol,ERC1967Proxy_0xc2f2.sol,79.67,29086,21946
AdminUpgradableProxy_0x81d4.sol,TransparentUpgradeableProxy_0x18cc.sol,79.67,19096,35097
AdminUpgradableProxy_0x81d4.sol,TransparentUpgradeableProxy_0x8be3.sol,79.67,19096,35070
AdminUpgradableProxy_0x81d4.sol,TransparentUpgradeableProxy_0x7598.sol,79.67,19096,35070
TransparentUpgradeableProxy_0x3d90.sol,TransparentUpgradeableProxy_0x1d68.sol,79.63,35060,43091
ERC1967Proxy_0x8e02.sol,TransparentUpgradeableProxy_0x1c47.sol,79.61,22205,28908
ERC1967Proxy_0x4fef.sol,TransparentUpgradeableProxy_0x1c47.sol,79.61,22127,28908
TransparentUpgradeableProxy_0x85ec.sol,ERC1967Proxy_0x8e02.sol,79.61,28908,22205
ERC1967Proxy_0x4fef.sol,TransparentUpgradeableProxy_0x85ec.sol,79.61,22127,28908
TransparentUpgradeableProxy_0x6c96.sol,ERC1967Proxy_0x8e02.sol,79.6,28886,22205
ERC1967Proxy_0x4fef.sol,TransparentUpgradeableProxy_0x6c96.sol,79.6,22127,28886
ERC1967Proxy_0x4fef.sol,OptimizedTransparentUpgradeableProxy_0x1732.sol,79.56,22127,28981
ERC1967Proxy_0x8e02.sol,OptimizedTransparentUpgradeableProxy_0x1732.sol,79.56,22205,28981
TransparentUpgradeableProxy_0xec53.sol,TransparentUpgradeableProxy_0x1d68.sol,79.53,35070,43091
InfinexERC2771Forwarder_0x884d.sol,ENA_0x57e1.sol,79.53,69615,76453
TransparentUpgradeableProxy_0x2e51.sol,TransparentUpgradeableProxy_0x1d68.sol,79.53,35097,43091
TransparentUpgradeableProxy_0x0366.sol,TransparentUpgradeableProxy_0x1d68.sol,79.53,35070,43091
TransparentUpgradeableProxy_0x7598.sol,TransparentUpgradeableProxy_0x1d68.sol,79.53,35070,43091
TransparentUpgradeableProxy_0x8be3.sol,TransparentUpgradeableProxy_0x1d68.sol,79.53,35070,43091
TransparentUpgradeableProxy_0xa129.sol,TransparentUpgradeableProxy_0x1d68.sol,79.53,35070,43091
TransparentUpgradeableProxy_0x18cc.sol,TransparentUpgradeableProxy_0x1d68.sol,79.53,35097,43091
BeaconProxy_0x1f5f.sol,ERC1967Proxy_0xc2f2.sol,79.5,23776,21946
BeaconProxy_0x74a0.sol,ERC1967Proxy_0xc2f2.sol,79.5,23776,21946
WLD_0x163f.sol,Turbo_0xa359.sol,79.46,29701,21588
TransparentUpgradeableProxy_0x43de.sol,ERC1967Proxy_0xfaf1.sol,79.43,35765,40127
ERC1967Proxy_0x46ea.sol,TransparentUpgradeableProxy_0x6874.sol,79.43,40127,35765
TransparentUpgradeableProxy_0x43de.sol,TransparentUpgradeableProxy_0xf668.sol,79.43,35765,40127
TransparentUpgradeableProxy_0x6874.sol,ERC1967Proxy_0xfaf1.sol,79.43,35765,40127
TransparentUpgradeableProxy_0xf668.sol,TransparentUpgradeableProxy_0x6874.sol,79.43,40127,35765
TransparentUpgradeableProxy_0x43de.sol,ERC1967Proxy_0x46ea.sol,79.43,35765,40127
ApprovalProxy_0xbbbf.sol,RelayDepository_0x4cd0.sol,79.36,93233,115957
TransparentUpgradeableProxy_0x1a88.sol,PProxy_0x4c17.sol,79.31,25143,22504
TransparentUpgradeableProxy_0x85ec.sol,ERC1967Proxy_0xc2f2.sol,79.31,28908,21946
ERC1967Proxy_0xc2f2.sol,TransparentUpgradeableProxy_0x1c47.sol,79.31,21946,28908
TransparentUpgradeableProxy_0x1a88.sol,EthcoinProxy_0xe957.sol,79.3,25143,22502
TransparentUpgradeableProxy_0x6c96.sol,ERC1967Proxy_0xc2f2.sol,79.29,28886,21946
FreaksMutation_0x041e.sol,BTR_0x6c76.sol,79.27,195718,187609
ERC1967Proxy_0xc2f2.sol,OptimizedTransparentUpgradeableProxy_0x1732.sol,79.25,21946,28981
TransparentUpgradeableProxy_0x33b4.sol,ERC1967Proxy_0x3ef3.sol,79.24,36593,24631
UUPSProxy_0x031d.sol,ERC1967Proxy_0x604d.sol,79.19,24331,23612
UUPSProxy_0x031d.sol,ERC1967Proxy_0x5ccb.sol,79.19,24331,23612
BeamToken_0x62d0.sol,FetchToken_0xaea4.sol,79.12,86944,42471
ERC1967Proxy_0x9ccc.sol,ERC1967Proxy_0x604d.sol,79.08,22647,23612
ERC1967Proxy_0x604d.sol,ERC1967Proxy_0x2222.sol,79.08,23612,23429
ERC1967Proxy_0x5ccb.sol,ERC1967Proxy_0x2222.sol,79.08,23612,23429
ERC1967Proxy_0x5ccb.sol,ERC1967Proxy_0x9ccc.sol,79.08,23612,22647
TransparentUpgradeableProxy_0xb3fa.sol,ERC1967Proxy_0x3ef3.sol,79.03,36734,24631
TransparentUpgradeableProxy_0x1a88.sol,ERC1967Proxy_0xc2f2.sol,78.97,25143,21946
ERC1967Proxy_0x3ef3.sol,TransparentUpgradeableProxy_0x3302.sol,78.94,24631,36317
TransparentUpgradeableProxy_0x33b4.sol,ERC1967Proxy_0x604d.sol,78.92,36593,23612
TransparentUpgradeableProxy_0x33b4.sol,ERC1967Proxy_0x5ccb.sol,78.92,36593,23612
ERC1967Proxy_0x3ef3.sol,VaultProxy_0x0e60.sol,78.87,24631,25499
TransparentUpgradeableProxy_0x02b8.sol,ERC1967Proxy_0xfaf1.sol,78.85,29086,40127
TransparentUpgradeableProxy_0x02b8.sol,ERC1967Proxy_0x46ea.sol,78.85,29086,40127
TransparentUpgradeableProxy_0x02b8.sol,TransparentUpgradeableProxy_0xf668.sol,78.85,29086,40127
LinkToken_0x5149.sol,PermittableToken_0xa882.sol,78.8,8808,33757
ERC1967Proxy_0xfaf1.sol,ERC1967Proxy_0x604d.sol,78.78,40127,23612
ERC1967Proxy_0x46ea.sol,ERC1967Proxy_0x604d.sol,78.78,40127,23612
ERC1967Proxy_0x5ccb.sol,ERC1967Proxy_0xfaf1.sol,78.78,23612,40127
TransparentUpgradeableProxy_0xf668.sol,ERC1967Proxy_0x604d.sol,78.78,40127,23612
ERC1967Proxy_0x5ccb.sol,ERC1967Proxy_0x46ea.sol,78.78,23612,40127
ERC1967Proxy_0x5ccb.sol,TransparentUpgradeableProxy_0xf668.sol,78.78,23612,40127
FixedToken_0xd441.sol,WLD_0x163f.sol,78.76,17919,29701
ERC1967Proxy_0x3ef3.sol,ERC1967Proxy_0x46ea.sol,78.73,24631,40127
ERC1967Proxy_0x3ef3.sol,ERC1967Proxy_0xfaf1.sol,78.73,24631,40127
ERC1967Proxy_0x3ef3.sol,TransparentUpgradeableProxy_0xf668.sol,78.73,24631,40127
ERC1967Proxy_0xfaf1.sol,OptimizedTransparentUpgradeableProxy_0x1732.sol,78.72,40127,28981
ERC1967Proxy_0xf4e1.sol,ERC1967Proxy_0x604d.sol,78.72,23725,23612
ERC1967Proxy_0xf4e1.sol,ERC1967Proxy_0x5ccb.sol,78.72,23725,23612
TransparentUpgradeableProxy_0xf668.sol,OptimizedTransparentUpgradeableProxy_0x1732.sol,78.72,40127,28981
ERC1967Proxy_0x46ea.sol,OptimizedTransparentUpgradeableProxy_0x1732.sol,78.72,40127,28981
ERC1967Proxy_0x7714.sol,ERC1967Proxy_0x604d.sol,78.72,23309,23612
ERC1967Proxy_0x5ccb.sol,ERC1967Proxy_0x7714.sol,78.72,23612,23309
ERC1967Proxy_0x58d9.sol,ERC1967Proxy_0x604d.sol,78.72,23725,23612
ERC1967Proxy_0x58d9.sol,ERC1967Proxy_0x5ccb.sol,78.72,23725,23612
TransparentUpgradeableProxy_0x6c96.sol,ERC1967Proxy_0x46ea.sol,78.65,28886,40127
TransparentUpgradeableProxy_0x6c96.sol,ERC1967Proxy_0xfaf1.sol,78.65,28886,40127
TransparentUpgradeableProxy_0x6c96.sol,TransparentUpgradeableProxy_0xf668.sol,78.65,28886,40127
TransparentUpgradeableProxy_0x1c47.sol,ERC1967Proxy_0x46ea.sol,78.6,28908,40127
TransparentUpgradeableProxy_0x1c47.sol,ERC1967Proxy_0xfaf1.sol,78.6,28908,40127
TransparentUpgradeableProxy_0x85ec.sol,ERC1967Proxy_0x46ea.sol,78.6,28908,40127
TransparentUpgradeableProxy_0x85ec.sol,TransparentUpgradeableProxy_0xf668.sol,78.6,28908,40127
TransparentUpgradeableProxy_0x85ec.sol,ERC1967Proxy_0xfaf1.sol,78.6,28908,40127
TransparentUpgradeableProxy_0x1a88.sol,ERC1967Proxy_0x8e02.sol,78.6,25143,22205
ERC1967Proxy_0x4fef.sol,TransparentUpgradeableProxy_0x1a88.sol,78.6,22127,25143
TransparentUpgradeableProxy_0x1c47.sol,TransparentUpgradeableProxy_0xf668.sol,78.6,28908,40127
ZamaERC20_0xa12c.sol,AltLayerToken_0x8457.sol,78.56,203390,90352
WLD_0x163f.sol,NipponIdolToken_0x8ca3.sol,78.46,29701,21388
TransparentUpgradeableProxy_0x33b4.sol,TransparentUpgradeableProxy_0x02b8.sol,78.39,36593,29086
ERC1967Proxy_0xb007.sol,TransparentUpgradeableProxy_0x1d68.sol,78.39,26631,43091
ERC1967Proxy_0xebf6.sol,TransparentUpgradeableProxy_0x1d68.sol,78.39,26631,43091
ERC1967Proxy_0xb773.sol,TransparentUpgradeableProxy_0x1d68.sol,78.39,26631,43091
ERC1967Proxy_0xee7a.sol,TransparentUpgradeableProxy_0x1d68.sol,78.39,26631,43091
JasmyCoin_0x7420.sol,SimpleToken_0x4d22.sol,78.33,18886,16736
ZamaERC20_0xa12c.sol,DSTRXToken_0xb841.sol,78.3,203390,189830
TransparentUpgradeableProxy_0xb3fa.sol,ERC1967Proxy_0x604d.sol,78.29,36734,23612
TransparentUpgradeableProxy_0xb3fa.sol,ERC1967Proxy_0x5ccb.sol,78.29,36734,23612
TransparentUpgradeableProxy_0x33b4.sol,OptimizedTransparentUpgradeableProxy_0x1732.sol,78.28,36593,28981
TransparentUpgradeableProxy_0x3302.sol,ERC1967Proxy_0x5ccb.sol,78.21,36317,23612
TransparentUpgradeableProxy_0x3302.sol,ERC1967Proxy_0x604d.sol,78.21,36317,23612
ERC1967Proxy_0x328f.sol,ERC1967Proxy_0x3ef3.sol,78.17,40825,24631
ERC1967Proxy_0x3ef3.sol,ERC1967Proxy_0x511c.sol,78.17,24631,40825
AltLayerToken_0x8457.sol,PolygonEcosystemToken_0x455e.sol,78.17,90352,103575
AltLayerToken_0x8457.sol,NexiraToken_0xe387.sol,78.16,90352,164963
TransparentUpgradeableProxy_0x33b4.sol,TransparentUpgradeableProxy_0x6c96.sol,78.13,36593,28886
TransparentUpgradeableProxy_0x33b4.sol,TransparentUpgradeableProxy_0x85ec.sol,78.09,36593,28908
TransparentUpgradeableProxy_0x33b4.sol,TransparentUpgradeableProxy_0x1c47.sol,78.09,36593,28908
AethirToken_0xbe0e.sol,PolygonEcosystemToken_0x455e.sol,78.03,96318,103575
TransparentUpgradeableProxy_0x33b4.sol,ERC1967Proxy_0x6e2a.sol,77.94,36593,38428
TransparentUpgradeableProxy_0x33b4.sol,ERC1967Proxy_0x5c7b.sol,77.94,36593,38428
BeaconProxy_0x1f5f.sol,ERC1967Proxy_0xfaf1.sol,77.9,23776,40127
BeaconProxy_0x1f5f.sol,ERC1967Proxy_0x46ea.sol,77.9,23776,40127
BeaconProxy_0x1f5f.sol,TransparentUpgradeableProxy_0xf668.sol,77.9,23776,40127
BeaconProxy_0x74a0.sol,TransparentUpgradeableProxy_0xf668.sol,77.9,23776,40127
BeaconProxy_0x74a0.sol,ERC1967Proxy_0x46ea.sol,77.9,23776,40127
BeaconProxy_0x74a0.sol,ERC1967Proxy_0xfaf1.sol,77.9,23776,40127
ERC1967Proxy_0x328f.sol,ERC1967Proxy_0x604d.sol,77.88,40825,23612
ERC1967Proxy_0x511c.sol,ERC1967Proxy_0x604d.sol,77.88,40825,23612
ERC1967Proxy_0x511c.sol,ERC1967Proxy_0x5ccb.sol,77.88,40825,23612
ERC1967Proxy_0x328f.sol,ERC1967Proxy_0x5ccb.sol,77.88,40825,23612
ERC1967Proxy_0x328f.sol,TransparentUpgradeableProxy_0x6874.sol,77.86,40825,35765
ERC1967Proxy_0x328f.sol,TransparentUpgradeableProxy_0x43de.sol,77.86,40825,35765
ERC1967Proxy_0x511c.sol,TransparentUpgradeableProxy_0x6874.sol,77.86,40825,35765
ERC1967Proxy_0x511c.sol,TransparentUpgradeableProxy_0x43de.sol,77.86,40825,35765
EthcoinProxy_0xe957.sol,TransparentUpgradeableProxy_0xbca3.sol,77.84,22502,44163
ERC1967Proxy_0xadf7.sol,EthcoinProxy_0xe957.sol,77.84,44163,22502
EthcoinProxy_0xe957.sol,TransparentUpgradeableProxy_0x238a.sol,77.84,22502,44163
TransparentUpgradeableProxy_0x3328.sol,EthcoinProxy_0xe957.sol,77.84,44163,22502
EthcoinProxy_0xe957.sol,TransparentUpgradeableProxy_0x1a9d.sol,77.84,22502,44163
OptimizedTransparentUpgradeableProxy_0x902f.sol,OptimizedTransparentUpgradeableProxy_0x1732.sol,77.82,17846,28981
NexiraToken_0xe387.sol,DelegationManager_0xdb9b.sol,77.82,164963,149351
PProxy_0x4c17.sol,TransparentUpgradeableProxy_0xbca3.sol,77.8,22504,44163
TransparentUpgradeableProxy_0x3328.sol,PProxy_0x4c17.sol,77.8,44163,22504
TransparentUpgradeableProxy_0x238a.sol,PProxy_0x4c17.sol,77.8,44163,22504
ERC1967Proxy_0xadf7.sol,PProxy_0x4c17.sol,77.8,44163,22504
TransparentUpgradeableProxy_0x1a9d.sol,PProxy_0x4c17.sol,77.8,44163,22504
TransparentUpgradeableProxy_0x02b8.sol,ERC1967Proxy_0x511c.sol,77.75,29086,40825
TransparentUpgradeableProxy_0x02b8.sol,ERC1967Proxy_0x328f.sol,77.75,29086,40825
ERC1967Proxy_0x5ccb.sol,VaultProxy_0x0e60.sol,77.68,23612,25499
ERC1967Proxy_0x604d.sol,VaultProxy_0x0e60.sol,77.68,23612,25499
TransparentUpgradeableProxy_0x02b8.sol,TransparentUpgradeableProxy_0xb3fa.sol,77.68,29086,36734
ERC1967Proxy_0x328f.sol,OptimizedTransparentUpgradeableProxy_0x1732.sol,77.63,40825,28981
ERC1967Proxy_0x511c.sol,OptimizedTransparentUpgradeableProxy_0x1732.sol,77.63,40825,28981
BeaconProxy_0x1f5f.sol,UUPSProxy_0x031d.sol,77.6,23776,24331
UUPSProxy_0x031d.sol,BeaconProxy_0x74a0.sol,77.6,24331,23776
TransparentUpgradeableProxy_0x02b8.sol,TransparentUpgradeableProxy_0x3302.sol,77.59,29086,36317
TransparentUpgradeableProxy_0x6c96.sol,ERC1967Proxy_0x511c.sol,77.54,28886,40825
ERC1967Proxy_0x328f.sol,TransparentUpgradeableProxy_0x6c96.sol,77.54,40825,28886
TransparentUpgradeableProxy_0xb3fa.sol,OptimizedTransparentUpgradeableProxy_0x1732.sol,77.52,36734,28981
TransparentUpgradeableProxy_0x85ec.sol,ERC1967Proxy_0x511c.sol,77.49,28908,40825
ERC1967Proxy_0x511c.sol,TransparentUpgradeableProxy_0x1c47.sol,77.49,40825,28908
ERC1967Proxy_0x328f.sol,TransparentUpgradeableProxy_0x85ec.sol,77.49,40825,28908
ERC1967Proxy_0x328f.sol,TransparentUpgradeableProxy_0x1c47.sol,77.49,40825,28908
TransparentUpgradeableProxy_0x3302.sol,OptimizedTransparentUpgradeableProxy_0x1732.sol,77.43,36317,28981
TransparentUpgradeableProxy_0xb3fa.sol,TransparentUpgradeableProxy_0x6c96.sol,77.4,36734,28886
UUPSProxy_0x031d.sol,TransparentUpgradeableProxy_0x02b8.sol,77.39,24331,29086
PolygonEcosystemToken_0x455e.sol,FetchToken_0xaea4.sol,77.37,103575,42471
TransparentUpgradeableProxy_0xb3fa.sol,TransparentUpgradeableProxy_0x85ec.sol,77.36,36734,28908
TransparentUpgradeableProxy_0xb3fa.sol,TransparentUpgradeableProxy_0x1c47.sol,77.36,36734,28908
TransparentUpgradeableProxy_0x6c96.sol,TransparentUpgradeableProxy_0x3302.sol,77.31,28886,36317
BeaconProxy_0x1f5f.sol,ERC1967Proxy_0x2222.sol,77.3,23776,23429
BeaconProxy_0x74a0.sol,ERC1967Proxy_0x2222.sol,77.3,23776,23429
TokenMintERC20Token_0x95ad.sol,SimpleToken_0x4d22.sol,77.28,16291,16736
TransparentUpgradeableProxy_0x3302.sol,TransparentUpgradeableProxy_0x85ec.sol,77.27,36317,28908
TransparentUpgradeableProxy_0x3302.sol,TransparentUpgradeableProxy_0x1c47.sol,77.27,36317,28908
EntryPoint_0x4337.sol,EntryPoint_0x0000.sol,77.22,189083,79110
BeaconProxy_0x74a0.sol,TransparentUpgradeableProxy_0x33b4.sol,77.14,23776,36593
BeaconProxy_0x1f5f.sol,TransparentUpgradeableProxy_0x33b4.sol,77.14,23776,36593
ERC1967Proxy_0x8e02.sol,TransparentUpgradeableProxy_0x1a9d.sol,77.11,22205,44163
UUPSProxy_0x031d.sol,TransparentUpgradeableProxy_0x85ec.sol,77.11,24331,28908
ERC1967Proxy_0x4fef.sol,TransparentUpgradeableProxy_0xbca3.sol,77.11,22127,44163
UUPSProxy_0x031d.sol,TransparentUpgradeableProxy_0x1c47.sol,77.11,24331,28908
ERC1967Proxy_0x8e02.sol,TransparentUpgradeableProxy_0xbca3.sol,77.11,22205,44163
ERC1967Proxy_0xadf7.sol,ERC1967Proxy_0x8e02.sol,77.11,44163,22205
ERC1967Proxy_0x4fef.sol,ERC1967Proxy_0xadf7.sol,77.11,22127,44163
ERC1967Proxy_0x4fef.sol,TransparentUpgradeableProxy_0x3328.sol,77.11,22127,44163
ERC1967Proxy_0x4fef.sol,TransparentUpgradeableProxy_0x238a.sol,77.11,22127,44163
ERC1967Proxy_0x4fef.sol,TransparentUpgradeableProxy_0x1a9d.sol,77.11,22127,44163
ERC1967Proxy_0x8e02.sol,TransparentUpgradeableProxy_0x238a.sol,77.11,22205,44163
TransparentUpgradeableProxy_0x3328.sol,ERC1967Proxy_0x8e02.sol,77.11,44163,22205
UUPSProxy_0x031d.sol,TransparentUpgradeableProxy_0x6c96.sol,77.1,24331,28886
UUPSProxy_0x031d.sol,OptimizedTransparentUpgradeableProxy_0x1732.sol,77.09,24331,28981
TransparentUpgradeableProxy_0x33b4.sol,TransparentUpgradeableProxy_0x43de.sol,77.09,36593,35765
TransparentUpgradeableProxy_0x33b4.sol,TransparentUpgradeableProxy_0x6874.sol,77.09,36593,35765
FixedToken_0xd441.sol,AnyoneProtocolToken_0xfeac.sol,77.08,17919,45903
